city,district,keyword,地段位置或門牌,社區簡稱,總價(萬元),交易日期,單價 (萬元/坪),總面積 (坪),主建物 佔比(%),型態,屋齡,樓別/樓高,主要用途,交易標的,建物格局,車位總價 (萬元),管理組織,電梯,交易/歷次轉移,功能,備註,主建物坪數,陽台坪數,土地移轉面積,車位類別,車位價格,車位面積,所在樓層
台南市,仁德區,新東琚,仁德區保生路３８號十三樓之２,新東琚,"1,480",113/11/05,33.29,47.04,59.01,,,十三層/十五層,住家用,土1 建1車1,3房2廳2衛,164,有,有,歷次 明細 加入比較 同社區案例,Line 建坪單價計算,預售屋、或土地及建物分件登記案件;,23.33,2.9,5.51坪,坡道平面,"1,640,000元",7.51坪,地下二樓
台南市,仁德區,新東琚,仁德區保生路１０號十四樓之５,新東琚,"1,458",113/10/22,32.9,47.02,58.98,,,十四層/十五層,住家用,土1 建1車1,3房2廳2衛,158,有,有,歷次 明細 加入比較 同社區案例,Line 建坪單價計算,預售屋、或土地及建物分件登記案件;,23.3,2.9,5.51坪,坡道平面,"1,580,000元",7.51坪,地下二樓
台南市,仁德區,新東琚,仁德區保生路１０號二樓之２,新東琚,"1,423",113/09/30,31.59,47.04,59.16,,,二層/十五層,住家用,土1 建1車1,3房2廳2衛,174,有,有,歷次 明細 加入比較 同社區案例,Line 建坪單價計算,預售屋、或土地及建物分件登記案件;,23.39,2.84,5.51坪,坡道平面,"1,740,000元",7.51坪,地下一樓
台南市,仁德區,新東琚,仁德區保生路１０號三樓之１,新東琚,"1,480",113/09/25,33.25,46.81,59.01,,,三層/十五層,住家用,土1 建1車1,3房2廳2衛,162,有,有,歷次 明細 加入比較 同社區案例,Line 建坪單價計算,預售屋、或土地及建物分件登記案件;,23.39,2.89,5.51坪,坡道平面,"1,620,000元",7.18坪,地下一樓
台南市,仁德區,新東琚,仁德區保生路３８號十一樓之３,新東琚,"1,525",113/09/16,34.08,47.14,59.01,,,十一層/十五層,住家用,土1 建1車1,3房2廳2衛,174,有,有,歷次 明細 加入比較 同社區案例,Line 建坪單價計算,預售屋、或土地及建物分件登記案件;,23.39,2.89,5.51坪,坡道平面,"1,740,000元",7.51坪,地下一樓
台南市,仁德區,新東琚,仁德區保生路３８號十二樓之５,新東琚,"1,555",113/09/09,34.82,47.52,59.01,,,十二層/十五層,住家用,土1 建1車1,3房2廳2衛,175,有,有,歷次 明細 加入比較 同社區案例,Line 建坪單價計算,預售屋、或土地及建物分件登記案件;,23.39,2.89,5.51坪,坡道平面,"1,750,000元",7.89坪,地下二樓
台南市,仁德區,新東琚,仁德區保生路３８號二樓之３,新東琚,"1,379",113/09/03,30.4,47.14,59.01,,,二層/十五層,住家用,土1 建1車1,3房2廳2衛,174,有,有,歷次 明細 加入比較 同社區案例,Line 建坪單價計算,預售屋、或土地及建物分件登記案件;,23.39,2.89,5.51坪,坡道平面,"1,740,000元",7.51坪,地下一樓
台南市,仁德區,新東琚,仁德區保生路１０號三樓之２,新東琚,"1,427",113/09/03,31.69,47.04,59.16,,,三層/十五層,住家用,土1 建1車1,3房2廳2衛,174,有,有,歷次 明細 加入比較 同社區案例,Line 建坪單價計算,讓渡日期113/11/01預售屋、或土地及建物分件登記案件;,23.39,2.84,5.51坪,坡道平面,"1,740,000元",7.51坪,地下一樓
台南市,仁德區,新東琚,仁德區保生路１０號四樓之１,新東琚,"1,465",113/08/27,32.97,47.14,59.01,,,四層/十五層,住家用,土1 建1車1,3房2廳2衛,158,有,有,歷次 明細 加入比較 同社區案例,Line 建坪單價計算,預售屋、或土地及建物分件登記案件;,23.39,2.89,5.51坪,坡道平面,"1,580,000元",7.51坪,地下二樓
台南市,仁德區,新東琚,仁德區保生路１０號十五樓之５,新東琚,"1,399",113/08/20,31.26,47.02,58.98,,,十五層/十五層,住家用,土1 建1車1,3房2廳2衛,164,有,有,歷次 明細 加入比較 同社區案例,Line 建坪單價計算,預售屋、或土地及建物分件登記案件;,23.3,2.9,5.51坪,坡道平面,"1,640,000元",7.51坪,地下二樓
台南市,仁德區,新東琚,仁德區保生路３８號十五樓之２,新東琚,"1,410",113/08/20,31.27,47.04,59.01,,,十五層/十五層,住家用,土1 建1車1,3房2廳2衛,174,有,有,歷次 明細 加入比較 同社區案例,Line 建坪單價計算,讓渡日期114/02/14預售屋、或土地及建物分件登記案件;,23.33,2.9,5.51坪,坡道平面,"1,740,000元",7.51坪,地下一樓
台南市,仁德區,新東琚,仁德區保生路３８號三樓之３,新東琚,"1,440",113/08/20,31.64,47.52,59.01,,,三層/十五層,住家用,土1 建1車1,3房2廳2衛,186,有,有,歷次 明細 加入比較 同社區案例,Line 建坪單價計算,預售屋、或土地及建物分件登記案件;,23.39,2.89,5.51坪,坡道平面,"1,860,000元",7.89坪,地下一樓
台南市,仁德區,新東琚,仁德區保生路１０號十二樓之５,新東琚,"1,432",113/08/13,32.09,47.02,58.98,,,十二層/十五層,住家用,土1 建1車1,3房2廳2衛,164,有,有,歷次 明細 加入比較 同社區案例,Line 建坪單價計算,預售屋、或土地及建物分件登記案件;,23.3,2.9,5.51坪,坡道平面,"1,640,000元",7.51坪,地下二樓
台南市,仁德區,新東琚,仁德區保生路１０號十一樓之２,新東琚,"1,498",113/08/13,34,47.04,59.16,,,十一層/十五層,住家用,土1 建1車1,3房2廳2衛,154,有,有,歷次 明細 加入比較 同社區案例,Line 建坪單價計算,預售屋、或土地及建物分件登記案件;,23.39,2.84,5.51坪,坡道平面,"1,540,000元",7.51坪,地下三樓
台南市,仁德區,新東琚,仁德區保生路３８號十一樓之２,新東琚,"1,432",113/08/09,32.08,47.04,59.01,,,十一層/十五層,住家用,土1 建1車1,3房2廳2衛,164,有,有,歷次 明細 加入比較 同社區案例,Line 建坪單價計算,讓渡日期113/11/01預售屋、或土地及建物分件登記案件;,23.33,2.9,5.51坪,坡道平面,"1,640,000元",7.51坪,地下二樓
台南市,仁德區,新東琚,仁德區保生路３８號七樓之３,新東琚,"1,523",113/08/07,34.03,47.14,59.01,,,七層/十五層,住家用,土1 建1車1,3房2廳2衛,174,有,有,歷次 明細 加入比較 同社區案例,Line 建坪單價計算,預售屋、或土地及建物分件登記案件;,23.39,2.89,5.51坪,坡道平面,"1,740,000元",7.51坪,地下一樓
台南市,仁德區,新東琚,仁德區保生路３８號二樓之１,新東琚,"1,330",113/08/07,29.45,47.44,59.02,,,二層/十五層,住家用,土1 建1車1,3房2廳2衛,165,有,有,歷次 明細 加入比較 同社區案例,Line 建坪單價計算,預售屋、或土地及建物分件登記案件;,23.34,2.9,5.51坪,坡道平面,"1,650,000元",7.89坪,地下三樓
台南市,仁德區,新東琚,仁德區保生路３６號十二樓之１,新東琚,"1,160",113/08/07,34.47,36.12,59.89,,,十二層/十五層,住家用,土1 建1車1,2房2廳1衛,174,有,有,歷次 明細 加入比較 同社區案例,Line 建坪單價計算,預售屋、或土地及建物分件登記案件;,17.13,1.83,4.01坪,坡道平面,"1,740,000元",7.51坪,地下一樓
台南市,仁德區,新東琚,仁德區保生路３８號十二樓之２,新東琚,"1,430",113/07/30,32.28,47.04,59.01,,,十二層/十五層,住家用,土1 建1車1,3房2廳2衛,154,有,有,歷次 明細 加入比較 同社區案例,Line 建坪單價計算,讓渡日期113/11/06預售屋、或土地及建物分件登記案件;,23.33,2.9,5.51坪,坡道平面,"1,540,000元",7.51坪,地下三樓
台南市,仁德區,新東琚,仁德區保生路１０號二樓之５,新東琚,"1,185",113/07/16,29.99,39.51,58.98,,,二層/十五層,住家用,土1 建1車0,3房2廳2衛,,有,有,歷次 明細 加入比較 同社區案例,Line 建坪單價計算,預售屋、或土地及建物分件登記案件;,23.3,2.9,5.51坪,,,,
台南市,仁德區,新東琚,仁德區保生路３８號七樓之２,新東琚,"1,408",113/07/10,31.72,47.04,59.01,,,七層/十五層,住家用,土1 建1車1,3房2廳2衛,154,有,有,歷次 明細 加入比較 同社區案例,Line 建坪單價計算,預售屋、或土地及建物分件登記案件;,23.33,2.9,5.51坪,坡道平面,"1,540,000元",7.51坪,地下三樓
台南市,仁德區,新東琚,仁德區保生路１０號十樓之３,新東琚,"1,133",113/07/09,35,35.20,60.36,,,十層/十五層,住家用,土1 建1車1,2房2廳2衛,164,有,有,歷次 明細 加入比較 同社區案例,Line 建坪單價計算,預售屋、或土地及建物分件登記案件;,16.71,1.66,3.88坪,坡道平面,"1,640,000元",7.51坪,地下二樓
台南市,仁德區,新東琚,仁德區保生路２２號七樓之５,新東琚,"1,218",113/07/09,35.41,36.99,62.55,,,七層/十五層,住家用,土1 建1車1,2房2廳2衛,174,有,有,歷次 明細 加入比較 同社區案例,Line 建坪單價計算,預售屋、或土地及建物分件登記案件;,18.44,1.11,4.13坪,坡道平面,"1,740,000元",7.51坪,地下一樓
台南市,仁德區,新東琚,仁德區保生路１０號十二樓之１,新東琚,"1,560",113/07/09,35.22,47.14,59.01,,,十二層/十五層,住家用,土1 建1車1,3房2廳2衛,164,有,有,歷次 明細 加入比較 同社區案例,Line 建坪單價計算,第一次讓渡日期114/01/07第二次讓渡日期114/02/15預售屋、或土地及建物分件登記案件;,23.39,2.89,5.51坪,坡道平面,"1,640,000元",7.51坪,地下二樓
台南市,仁德區,新東琚,仁德區保生路３６號十五樓之５,新東琚,"1,075",113/06/19,34.59,33.84,61.10,,,十五層/十五層,住家用,土1 建1車1,2房2廳1衛,164,有,有,歷次 明細 加入比較 同社區案例,Line 建坪單價計算,預售屋、或土地及建物分件登記案件;,16.09,1.36,3.76坪,坡道平面,"1,640,000元",7.51坪,地下二樓
台南市,仁德區,新東琚,仁德區保生路２２號十五樓之２,新東琚,"1,080",113/06/19,34.78,33.84,61.10,,,十五層/十五層,住家用,土1 建1車1,2房2廳1衛,164,有,有,歷次 明細 加入比較 同社區案例,Line 建坪單價計算,預售屋、或土地及建物分件登記案件;,16.09,1.36,3.76坪,坡道平面,"1,640,000元",7.51坪,地下二樓
台南市,仁德區,新東琚,仁德區保生路３８號八樓之１,新東琚,"1,450",113/06/19,32.52,47.06,59.03,,,八層/十五層,住家用,土1 建1車1,3房2廳2衛,164,有,有,歷次 明細 加入比較 同社區案例,Line 建坪單價計算,預售屋、或土地及建物分件登記案件;,23.34,2.9,5.51坪,坡道平面,"1,640,000元",7.51坪,地下二樓
台南市,仁德區,新東琚,仁德區保生路３８號二樓之２,新東琚,"1,180",113/06/19,29.85,39.53,59.01,,,二層/十五層,住家用,土1 建1車0,3房2廳2衛,,有,有,歷次 明細 加入比較 同社區案例,Line 建坪單價計算,預售屋、或土地及建物分件登記案件;,23.33,2.9,5.51坪,,,,
台南市,仁德區,新東琚,仁德區保生路３８號六樓之３,新東琚,"1,500",113/06/11,33.71,47.14,59.01,,,六層/十五層,住家用,土1 建1車1,3房2廳2衛,164,有,有,歷次 明細 加入比較 同社區案例,Line 建坪單價計算,預售屋、或土地及建物分件登記案件;,23.39,2.89,5.51坪,坡道平面,"1,640,000元",7.51坪,地下二樓
台南市,仁德區,新東琚,仁德區保生路１０號八樓之３,新東琚,"1,070",113/06/11,32.94,35.20,60.36,,,八層/十五層,住家用,土1 建1車1,2房2廳2衛,158,有,有,歷次 明細 加入比較 同社區案例,Line 建坪單價計算,讓渡日期113/11/01預售屋、或土地及建物分件登記案件;,16.71,1.66,3.88坪,坡道平面,"1,580,000元",7.51坪,地下二樓
台南市,仁德區,新東琚,仁德區保生路３８號五樓之３,新東琚,"1,484",113/06/11,33.3,47.14,59.01,,,五層/十五層,住家用,土1 建1車1,3房2廳2衛,164,有,有,歷次 明細 加入比較 同社區案例,Line 建坪單價計算,113/07/30加購地下二層146號車位，車位價格新台幣164萬元，原買賣總價款新台幣1320萬元整，變更為新台幣1484萬元整。預售屋、或土地及建物分件登記案件;,23.39,2.89,5.51坪,坡道平面,"1,640,000元",7.51坪,地下二樓
台南市,仁德區,新東琚,仁德區保生路１０號十一樓之５,新東琚,"1,410",113/05/29,31.54,47.02,58.98,,,十一層/十五層,住家用,土1 建1車1,3房2廳2衛,164,有,有,歷次 明細 加入比較 同社區案例,Line 建坪單價計算,預售屋、或土地及建物分件登記案件;,23.3,2.9,5.51坪,坡道平面,"1,640,000元",7.51坪,地下二樓
台南市,仁德區,新東琚,仁德區保生路２２號二樓之２,新東琚,843,113/05/21,32.01,26.34,61.10,,,二層/十五層,住家用,土1 建1車0,2房2廳1衛,,有,有,歷次 明細 加入比較 同社區案例,Line 建坪單價計算,預售屋、或土地及建物分件登記案件;,16.09,1.36,3.76坪,,,,
台南市,仁德區,新東琚,仁德區保生路１０號六樓之２,新東琚,"1,465",113/05/21,33.21,46.71,59.16,,,六層/十五層,住家用,土1 建1車1,3房2廳2衛,152,有,有,歷次 明細 加入比較 同社區案例,Line 建坪單價計算,預售屋、或土地及建物分件登記案件;,23.39,2.84,5.51坪,坡道平面,"1,520,000元",7.18坪,地下二樓
台南市,仁德區,新東琚,仁德區保生路２２號二樓之５,新東琚,"1,073",113/05/17,30.83,36.99,62.55,,,二層/十五層,住家用,土1 建1車1,2房2廳2衛,164,有,有,歷次 明細 加入比較 同社區案例,Line 建坪單價計算,預售屋、或土地及建物分件登記案件;,18.44,1.11,4.13坪,坡道平面,"1,640,000元",7.51坪,地下二樓
台南市,仁德區,新東琚,仁德區保生路１０號十四樓之６,新東琚,"1,468",113/05/08,33.14,47.04,59.00,,,十四層/十五層,住家用,土1 建1車1,3房2廳2衛,158,有,有,歷次 明細 加入比較 同社區案例,Line 建坪單價計算,預售屋、或土地及建物分件登記案件;,23.32,2.9,5.51坪,坡道平面,"1,580,000元",7.51坪,地下二樓
台南市,仁德區,新東琚,仁德區保生路３８號五樓之２,新東琚,"1,385",113/05/03,30.89,47.04,59.01,,,五層/十五層,住家用,土1 建1車1,3房2廳2衛,164,有,有,歷次 明細 加入比較 同社區案例,Line 建坪單價計算,預售屋、或土地及建物分件登記案件;,23.33,2.9,5.51坪,坡道平面,"1,640,000元",7.51坪,地下二樓
台南市,仁德區,新東琚,仁德區保生路３８號二樓之５,新東琚,"1,414",113/04/26,31.94,47.14,59.01,,,二層/十五層,住家用,土1 建1車1,3房2廳2衛,148,有,有,歷次 明細 加入比較 同社區案例,Line 建坪單價計算,預售屋、或土地及建物分件登記案件;,23.39,2.89,5.51坪,坡道平面,"1,480,000元",7.51坪,地下三樓
